rrdc_no,계열,참조번호,시행일자,결정세번_정규화,품명,물품설명,결정사유
0072025005549,협의회,품목분류3과-119,2026-01-13,8302499000,"CONTROL PLATE,COAT,CRP-M1020FR","ㅇ 각종 부품들을 고정하기 위한 홀과 전기압력밥솥 뚜껑 내부 플레이트에 장착하기 위한 나사 체결부가 형성된 특정형상의 물품 - 크기 : 가로 94㎜, 높이 21.1㎜ - 재질 : 알루미늄합금(ALDC 12.1) - 기능 : 전기압력밥솥 뚜껑에 부품(압력조절 ASSY, 압력밸브, 온도측정센서, 잠금장치)을 장착하기 위한 공간을 제공하고 고정시킴","- 관세율표 제16부 주1 차목에서 “제82류나 제83류의 물품”을 제외한다고 규정함 - 관세율표 제8302호 에는 “비금속(卑金屬)으로 만든 장착구ㆍ부착구와 이와 유사한 물품[가구ㆍ문ㆍ계단ㆍ창ㆍ블라인드ㆍ차체(coachwork)ㆍ마구ㆍ트렁크ㆍ장ㆍ함이나 이와 유사한 것에 적합한 것으로 한정한다]...”가 분류되고, ㆍ 같은 호 해설서에서 “이 호에는 주로 가구ㆍ문ㆍ창ㆍ차체 등에 사용하는 범용성의 비금속(卑金屬)으로 만든 부속품과 장착(부착구)을 포함한다. 이러한 범용성의 물품은 특정용도에 사용하도록 제작된 것이라 할지라도 이 호에 해당된다. 다만 창틀․회전의자 등의 회전장치와 같이 어떠한 물품의 구조상 주요한 부분을 구성하는 물품은 이 호에서 제외한다.”라고 설명하고 있음 - 본건 물품은 구조적으로 전기압력밥솥의 주요한 부분을 구성하거나 작동과 관련하여 필수적인 기능을 수행한다 볼 수 없고, 단지 압력과 관련한 부품이나 센서 등을 뚜껑에 장착시키기 위해 특정 형상으로 만들어진 범용성의 장착구ㆍ부착구에 해당함 - 따라서, 본건 물품은 각종 부품들을 장착하고 고정하기 위한 ‘비금속으로 만든 장착구ㆍ부착구’이므로 관세율표 해석에 관한 통칙 제1호와 제6호에 따라 제8302.49호 에 분류함"
0072025004997,협의회,품목분류4과-5294,2025-11-25,6106100000,CP냉감 부츠컷 세트 CIRT25704,"ㅇ 물품개요 - 상의 : 면 주기제(면 73%, 폴리에스테르 27%)의 편물로 만든 블라우스(전면부분에 오프닝이 없고, 반팔소매가 있는 허리까지 내려오는 길이의 상반신을 덮는 의류로서 옆에 탄성밴드가 삽입되어 셔링이 형성되고, 리본이 부착되어 있어 장식적인 효과를 주는 물품임) - 하의 : 면 주기제(면 73%, 폴리에스테르 27%)의 편물로 만든 긴바지(전면은 트임이 없으나 전면 부분이 왼편이 오른편 위로 잠긴 형태로 박음질 되어 있고, 허리에는 웨이스트 밴드가 있으며 밑단은 발목 아래까지 내려오는 구조)","[상의] ㅇ 관세율표 제6106호 에 “여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다)”가 분류되며, 제6106.10-0000호에 ""면으로 만든 것""이 세분류됨 - 같은 호 HS 해설서에 “이 호에는 메리야스 편물이나 뜨개질 편물로 만든 여성 용이나 소녀용의 의류인 블라우스ㆍ셔츠ㆍ셔츠블라우스를 분류한다. 이 호에는 허리 아랫부분에 주머니가 있는 의류ㆍ의류 밑 부분에 골이 진(ribbed) 허릿단 이나 그 밖의 조이는 부분이 있는 의류나 적어도 10㎝×10㎝ 범위에 가로 세 로 방향으로 각각 바늘코(stitch)수가 1㎝당 평균 10개 미만인 의류를 포함하지 않는다(이 류의 주 제4호 참조).” 라고 설명하고 있음 - 본 물품은 면 주기제의 편물로 만든 상의로서 옆에 탄성밴드가 삽입되어 주름장 식이 형성되고 리본이 부착되어 장식적인 효과가 있는 의류임 ㅇ 따라서, 본 물품은 면 주기제의 편물로 만든 여성용 블라우스이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제6106.10-0000호에 분류함 [하의] ㅇ 관세율표 제6104호 에 “여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)”가 분류되며, 제6104.62-0000호에 “긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(면으로 만든 것)”이 세분류됨 ㅇ 본 물품은 소녀용의 의류만을 판매한다고 표방하고 있는 브랜드이나 전면부분 에 잠기는 형태의 박음질이나 덧단의 방향이 소녀용으로 일관되지 않게 판매 하며, 재단법으로 남녀 구분이 어려운 의류이므로 소녀용의 의류에 해당함 ㅇ 따라서, 본 물품은 면 주기제의 편물로 만든 소녀용 바지이므로 관세율표 해석 에 관한 통칙 제1호 및 제6호에 따라 제6104.62-0000호에 분류함"
0072025004374,협의회,품목분류1과-3215,2025-10-02,8708940000,Steering Column Lower Bearing; 2277-000;,"ㅇ (구성) 외륜, 내륜, 볼, 케이징, 스프링, 고무, 플라스틱 하우징 ㅇ (용도) 자동차의 조향축(Steering Column)에 장착되어 자동차 핸들의 조정에 따른 회전운동과 운전자의 신장 차이에 따른 핸들 높이 조정을 위한 상하운동을 원활하게 하고 화염 및 빗물 유입을 차단해 줌.","ㅇ 관세율표 제17부 주 제2호에서는 “부분품”이나 “부분품과 부속품”에 대한 규정을 적용하지 않는 물품으로 “마. 제8481호 나 제8482호 의 물품”을 예시하고 있으나, - 본 물품은 볼베어링 외에도 스프링, 고무, 플라스틱 하우징 등이 추가로 구성되어 자동차 핸들의 회전운동을 원활히 하는 기능 외에도, 화염 및 빗물이 유입되는 것을 차단해 주는 물품으로, 단순한 베어링의 기능을 넘어서는 물품으로 제8482호 의 볼베어링으로는 분류될 수 없음. ㅇ 관세율표 제8708호 에 “부분품과 부속품( 제8701호 부터 제8705호 까지의 차량용으로 한정한다)”이 분류되고 - 동 호 해설서에 이 호에 분류되는 물품으로 “(L) 조종장치 : 예를 들면, ... 스티어링칼럼(steering column)과 운전 박스(steering box)ㆍ핸들의 축”을 예시하고 있음 ㅇ 따라서, 본 물품은 자동차 ‘Steering Column(조향축)’의 하부에 장착되어 자동차 핸들의 회전운동을 원활하게 하는 베어링의 기능 외에도 화염 및 빗물의 유입을 차단하도록 특별히 설계ㆍ제작된 물품으로 베어링의 범위를 벗어나 자동차에 전용되는 부분품으로 보아 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제8708.94-0000호에 분류함."
0072025003025,협의회,품목분류1과-2415,2025-07-30,3506102000,② GC ORTHOCONNECT FLOW,"ㅇ 물품개요 - 디-2-메타크리로일옥시에틸-2,2,4-트리메틸헥사메틸렌디카바메이트, 비스페놀 A 폴리에톡시메타크릴레이트, 바륨 글라스, 이산화규소 등으로 혼합·조제된 황색 페이스트상을 시린지에 충진한 것과 별도 포장된 ①팁 4개, 팁 커버 2개, ②팁 30개, 팁 커버 2개를 설명서와 함께 지제 상자에 소매포장한 것 (①내용량: 2.9g x 2ea, ②내용량: 2.7g x 2ea) - 용도 : ① 치아에 교정용 브래킷 부착(광 조사 시 경화됨) ② 치아에 Lingual retainer를 부착하여 동요치를 고정하기 위함(광 조사 시 경화됨) ㅇ 치과 재료 관련 참고자료 - “의료기기 품목 및 품목별 등급에 관한 규정(식약처 고시 제2024-19호, 2024.4.8.) [별표 1] - 치과 재료(Dental Materials)”에서 치과용 물품을 다양하게 분류하고 있으며, 이와 관련하여 본 물품은 각각 “치과 교정용 시멘트”, “치과용 레진계 시멘트”로 의료기기 인증을 받은 물품임 ㆍ치과 교정용 시멘트: 치과 교정용 브래킷이나 밴드 등을 치아에 부착하기 위하여 사용하는 재료 ㆍ치과용 레진계 시멘트: 브라켓, 수복물 등을 치면에 합착하기 위해 사용하는 레진계 접착재료 - “의료기기 시험방법 정보자료집 - 치과교정용시멘트(2022년 1월 식약처 발간자료)”에서 “치과용 시멘트와 치과 교정용 시멘트의 차이점”을 다음과 같이 설명하고 있음 ㆍ치과용시멘트는 영구/임시 수복, 금속성 수복물의 접합, 치근관의 밀봉 등의 치료에 많이 사용되는 재료이다. 주로 구강 내 타액에 노출시 강도가 저하되고 구성 성분이 용출되는 성질이 있다. ㆍ치과교정용시멘트는 영구적 결합을 목적으로 하는 일반적인 치과용시멘트와는 달리 교정치료 동안의 일시적 결합을 위한 것이며 브라켓과 교정용 선재에 의해 전달되는 물리적인 힘을 견딜 수 있는 안정적인 결합강도가 필요하지만 교정이 끝난 후 브라켓을 제거할 때 법랑질 표면에 손상을 주지 않아야 한다. - 또한, 미국 FDA의 “DENTAL DEVICES” 분류체계에서도 “치과용 시멘트”와 “브라켓 접착제”를 구분하여 분류하고 있음","ㅇ 관세율표 제3006호 에는 “의료용품(이 류의 주 제4호의 물품으로 한정한다)”이 분류되며, - 제30류 주 제4호에서 “다음 각 목의 물품은 제3006호 로 분류하며, 이 표의 다른 호로 분류하지 않는다.”라고 하며, “바. 치과용 시멘트와 그 밖의 치과용 충전제, 뼈 형성용 시멘트”를 규정하고 있음 ㅇ 본 물품을 제3006호 에 분류할 수 있는지 살펴보면, - 제3006호 의 해설에서 ""치과용 시멘트와 치과용 충전제는 일반적으로 금속염(염화아연ㆍ인산아연 등)ㆍ금속산화물ㆍ구타페르카(gutta-percha)ㆍ플라스틱재 기본 재료로 되어 있다. 이들은 금속합금(귀금속합금을 포함한다)으로 구성된 것으로서 특별히 치과용 충전제로 조제되어 있다. 이러한 합금들은 수은을 함유하고 있지 않는데도 간혹 “아말감(amalgam)”이라고도 한다.""라고 설명하고 있음 - 이는 일반적으로 자연치의 결손부를 충전 또는 수복하기 위한 치과 재료를 설명한 것으로, 본 물품은 레진 계열의 재질로 구성되어 치과용 브래킷 또는 와이어의 부착에 사용하는 물품이므로 해당 설명과는 다른 물품임 - 또한, 관련 업계에서는 치과용 시멘트(Dental Cement)와 치과 교정용 시멘트(Orthodontic Cement)가 구분되는 개념으로 받아들여지고 있는바, 본 물품은 관련 업계의 개념상 치과 교정용 시멘트(Orthodontic Cement)에 해당하는 물품임 - 이를 고려할 때, 본 물품은 제3006호 의 “치과용 시멘트(Dental Cement)”에 해당한다고 보기 어려움 ㅇ 관세율표 제3506호 에는 “조제 글루(glue)와 그 밖의 조제 접착제(따로 분류되지 않은 것으로 한정한다), 글루(glue)나 접착제로 사용하기에 적합한 물품[소매용으로 한 글루(glue)나 접착제로서 순중량이 1킬로그램 이하인 것으로 한정한다]”이 분류됨 - 같은 호 해설서에서 “접착제용으로 특별히 만든(처방) 조제품 : 이 조제 접착제는 제3901호 부터 제3913호 까지의 각 호에 세분류한 중합체나 혼합 중합체에 제39류의 물품에 첨가할 수 있는 첨가제[충전제ㆍ가소제(可塑劑 : plasticiser)ㆍ용제(溶劑 : solvent)ㆍ안료 등]의 함유와는 관계없이 제39류에 해당하지 않는 다른 첨가물질(예: 왁스ㆍ로진 에스테르ㆍ변성되지 않은 천연 쉘락)을 함유하고 있는 것으로 구성되어 있다.”라고 설명하고 있음 ㅇ 따라서, 치과 교정용 시멘트에 해당하는 본 물품은 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제3506.10-2000호에 분류함"
0072025003047,협의회,품목분류1과-2405,2025-07-29,6806909000,NEW TAIKALITE(CALCIUM SILICATE BOARD); JP,"ㅇ 물품개요 - 규산질 물질 주성분에 석회질 물질, 유리섬유 등을 혼합․열수반응*하여 압착성형 후 건조하여 만든 칼슘실리케이트계 회백색 직육면체 판상의 것(두께 약 25㎜) * 열수반응 : 규산질 물질, 석회 등을 물과 혼합한 후 끓는 점까지 가열하여 겔화된 Slurry로 만듬 - 기능 및 용도 : 강구조(기둥, 보 등) 골조에 부착하여 화재로부터 골조를 보호하기 위한 건설용 자재 ⇒ 구조물 붕괴지연, 인원 대피시간 확보","ㅇ 관세율표 제6806호 에는“슬래그 울(slag wool)·암면(rock wool)과 이와 유사한 광물성 울, 박리한 질석(蛭石)·팽창점토·다포슬래그(slag)와 이와 유사하게 팽창하는 광물성 재료, 단열용·방음용·흡음용 광물성 재료의 혼합물과 그 제품( 제6811호 · 제6812호 나 제69류의 것은 제외한다)”가 분류되며, - 같은 호 HS해설서에 “이 호에는 벌크 모양의 단열용ㆍ방음용ㆍ흡음용의 광물성 혼합물”과 “앞에서 설명한 물품이나 혼합물로서 제조한 저밀도의 제품(articles)… [예: 블록(block)ㆍ시트(sheet)ㆍ벽돌ㆍ타일ㆍ관ㆍ원통형 셀ㆍ끈(cord)ㆍ패드 등]”을 구별하여 설명하고 있음 ㅇ 따라서, 본 물품은 규산질 물질, 석회석, 실리카, 유리섬유 등 단열용 재료를 혼합·열수반응, 성형 등을 통해 제조한 칼슘실리케이트계 판상의 기타 제품이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제6806.90-9000호에 분류함"
0072024002675,협의회,품목분류2과-6666,2024-08-23,2303100000,타피오카 레지듀 펠렛(TAPIOCA RESIDUE PELLET),- 카사바 뿌리로부터 전분을 일부 추출하고 남은 잔류물을 건조 및 분쇄한 후 펠릿상으로 성형한 것(건조물 기준 전분 함량 : 약 42.49%) - 용도 : 사료용,"ㅇ 관세율표 제2303호 에는 “전분박과 이와 유사한 박(residue)류, 비트펄프(beet-pulp), 버개스(bagasse)와 그 밖의 설탕을 제조할 때 생기는 웨이스트(waste), 양조하거나 증류할 때 생기는 박과 웨이스트[펠릿(pellet) 모양인지에 상관없다]”가 분류되며, 소호 제2303.10호 에는 “전분박과 이와 유사한 박(residue)류”가 세분류됨 - 같은 호 HS해설서에는 “(A) 전분박과 이와 유사한 박(residue)류[옥수수(corn)ㆍ쌀(rice)ㆍ감자 등에서 얻은 것]는 펠릿(pellet)이나 가루 상태로 제시하는 것이 보통이나 경우에 따라서는 케이크(cake) 모양으로 제시하기도 하며 주로 섬유소와 단백질 물질로 구성한다. 이는 동물사료나 비료로 사용하며 ; 이들 박(residue)의 특정의 것(예: maize steeping liquor)은 항생물질(antibiotic) 제조용 배지(culture)의 생산에 사용한다.”라고 설명하고 있음 ㅇ 제11류(제분공업의 생산품) 주 제2호에서 특정 곡물(밀․호밀․보리․귀리․옥수수․수수․쌀․메밀)에 대하여 전분 함량이 45% 이하인 제분 생산품의 경우 제2302호 (제분과정에서 생산된 박류)로 분류하도록 규정하고 있어, 전분 함량이 45% 이하인 경우 본래 곡물의 특성을 상실했다고 판단하고 있음 - 카사바의 전분 함량은 제11류 주 제2호의 특정 곡물과 유사하거나 높다고 볼 수 있어서, 제11류 주 제2호 전분 함량 기준을 준용하여 45% 이하인 경우 카사바의 특성을 상실했다고 보아 카사바 전분박으로 볼 수 있음 ㅇ 따라서, 본 물품은 카사바의 전분박으로 보아 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제2303.10-0000호에 분류함"
0072024002110,협의회,품목분류1과-431,2024-07-08,2208909000,SCOTCH WHISKY HIGHBALL LEGENDARY SCOT ; 350ML,"ㅇ 물품개요 - 스카치 위스키(몰트, 그레인), 탄산, 물을 혼합하여 조제한 연한 미황색 액상을 알루미늄제 캔에 소매포장한 것(내용량 : 350ml) - 구성성분 : 스카치 위스키 18.7%, 물 76%, 탄산가스 5.3% - 가격 비율 : 스카치 위스키 99.6%, 물 0.1%, 탄산가스 0.3% - 알코올 함량 : 약 8%(v/v), 불휘발분 : 2도 미만 - 용도 : 음용 - 제조공정 : 원재료 → 여과 → 물, 탄산가스 혼합 → 여과 → 충전 → 살균 및 냉각 → 포장 → 중량 검사 → 출하 ㅇ 중앙관세분석소 분석 결과 - 불휘발분 함량(105℃, 4시간) : 0.02% - 알코올 함량(간이 알코올 측정기) : 8.7% ※ 위스키의 알코올 도수 (출처 : www.Alcoholrehabguide, www.whisky.com, 나무위키) ※ 식품 유형 판단 관련 국민신문고 답변(신청인 문의, 국세청 주류면허지원센터 기술지원과 답변) : 문의하신 제품은 위스키, 물, 이산화탄소를 원료로 불휘발분 2도 미만으로 제조한 주류로 주세법 제5조제1항제3호나목*의 위스키에 해당하는 것으로 판단됨 ※ 유럽(EU) 통합품목분류표에 대한 해설 위스키류 위스키는 갈아 으깬(mash) 곡물에서 증류한 증류주로, 알코올 용량이 전 용량의 40% vol 이상이며 병이나 그 밖의 용기에 담아 판매한다. 스카치위스키는 스코틀랜드에서 증류하고 숙성한 위스키이다. 탄산수를 첨가한 위스키(위스키-소다)는 이 소호에서 제외하며, 소호 2208.90.69호나 제2208. 90.78호에 해당한다. 그 밖의 주정음료 제2208호 HS 해설 세 번째 단락 (14)부터 (18)까지에서 언급하고 있는 주정음료 외에도, 이 소호에는 또한 다음을 포함한다. 1. 탄산수를 첨가한 주정음료(예를 들어, 위스키-소다) 2. 알코올을 함유한 차(tea) 3. 주정음료를 서로 혼합한 것이나 주정음료와 과실 주스나 채소 주스를 혼합한 것","ㅇ 관세율표 제2208호 에는 “변성하지 않은 에틸알코올(알코올의 용량이 전 용량의 100분의 80 미만인 것으로 한정한다), 증류주ㆍ리큐르(liqueur)와 그 밖의 주정음료”를 분류하며, - 같은 호 해설서에 “이 호에는 알코올용량에 관계없이 다음의 것을 분류한다.”라고 하며, “(C) 이 류의 앞 호에 해당하지 않는 모든 그 밖의 주정음료(spirituous beverage)”를 예시 설명함 - 또한, “이 호에는 변성하지 않은 주정(에틸알코올과 중성주정)으로서, 알코올 용량이 전 용량의 80% 미만이고 앞에서 설명한 (A)ㆍ(B)ㆍ(C)와는 반대로 향미(香味)와 방향(芳香)을 주는 2차성분의 결핍에 의해서 특성이 결정되는 것도 분류한다. 이러한 주정은 공업용인지 음료용인지에 상관없이 이 호에 분류한다.”라고 설명함 ㅇ 본 물품은 위스키를 기본재료로 하여 제조된 물품이므로 제2208.30호 분류 여부를 검토해 보면 - 알코올 함량이 약 8%로 미국, 유럽, 캐나다, 일본 등 국외 위스키의 일반적인 알코올 도수 함량에 비해 낮고, 탄산을 첨가하여 위스키와 상이한 특성을 갖는 물품임 - 참고로, WCO 상품 DB에는 ‘Whisky-Soda’를 제2208.90호 로 분류하고 있고, '유럽 통합품목분류표에 대한 해설'에도 위스키에 탄산수를 첨가한 경우 그 밖의 주정음료로 제2208.90호 로 분류하도록 설명하고 있음 ㅇ 따라서, 본 물품은 그 밖의 주정음료에 해당하므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제2208.90-9000호에 분류함. 끝."
0072024001392,협의회,품목분류3과-2141,2024-05-13,6307909000,CHANNEL COVER CUSH VENT ; NQ5e,"ㅇ 물품개요 - 특정 형상으로 절단된 합성섬유 재질의 펠트 일면에 특정 형상(H 모양)으로 부직포를 적층하고, 나머지 부분은 접착제(양면테이프) 처리 후 이형지를 부착한 것(사이즈: 316 × 406.4 ㎜, 두께 3㎜) - 통풍 기능을 갖춘 차량용 의자 하단에 부착되어 통풍관에서 나오는 바람이 외부로 새는 것을 막아주는 기능을 수행 - (구성성분) PET FELT(polyethylene terephthalate) 78%, 양면 점착(아크릴+이온수) 20%, non-woven fabric(polyethylene) 2% - (부착 위치) 우레탄 폼으로 제작된 시트 쿠션 하단에 부착됨","- 본 물품이 제9401호 의 의자의 부분품에 해당되는지 살펴보면, - 관세율표 제9401호 해설에서 ‘부분품’에 대해 “등받이ㆍ앉는 부분과 팔걸이(짚이나 등으로 속을 댄 것인지, 속을 채우거나 스프링을 넣은 것인지에 상관없다) 등 의자의 부분품으로 인정되는 것, 의자에 영구적으로 부착되는 시트커버나 등받이 커버와 의자의 속용으로 조립된 나선형 스프링도 포함한다.”고 설명하고 있음 - 본 물품은 의자의 형상을 구성하거나 본질적인 기능을 구현하는데 반드시 필요한 물품이 아니므로 의자의 부분품으로 볼 수 없음 - 또한, 제94류 총설에서 “이들 부분품은 다른 류에서 보다 더 구체적으로 분류하지 않을 경우 이 류에 분류한다.”고 해설하고 있으므로, 의자의 부분품이라 하더라도 다른 류에서 구체적으로 분류하고 있다면 해당 류로 분류해야 함 - 관세율표 제5911호 에는 “방직용 섬유제품과 방직용 섬유로 만든 물품(이 류의 주 제8호에 열거된 물품으로 공업용으로 사용되는 것)”이 분류되고, - 같은 호 해설서에서 “(5) 구두를 광내는 기계와 그 밖의 기계용의 디스크(disc)ㆍ슬리브(sleeve)와 패드(pad)”를 예시하고 있으므로, 기계에 사용하도록 특정 형상으로 재단된 방직용 제품들이 기계 부분품이 아닌 재질에 따라 분류되도록 규정되어 있음을 알 수 있음 - 관세율표 제6307호 에는 “방직용의 그 밖의 제품”이 분류되고, 같은 호 해설서에서 “제11부의 주 제7호의 규정에 따라 제품으로 만든 일정 길이의 물품으로서 제11부의 다른 호에 분류하지 않은 것에 한정하여 이 호에 분류한다.”고 설명하고 있음 - 따라서, 의자에 사용하도록 특정 형상으로 재단된 본 물품은 그 밖의 방직용 섬유제품로 보아, 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제6307.90-9000호로 분류함"
0072023003730,협의회,품목분류2과-31879,2023-10-23,2850003000,D10 WASH DILUENT REAGENT,"- 아지드화나트륨(Sodium azide, CAS No. 26628-22-8) 0.1% 미만을 물에 용해한 무색투명한 액상을 플라스틱 용기에 소매포장한 것(내용량: 1,600ml,) - 용도: 시험용 검체 주입 간 검체 바늘 및 컬럼 세척 등","ㅇ 관세율표 제2850호 에 “수소화물·질화물·아지드화물·규화물·붕화물(화학적으로 단일한 것인지에 상관없으며 제2849호 의 탄화물은 제외한다)”이 분류되며, 제2850.00-3000호에 “아지드화물”을 세분류하고 있음 - 같은 호 HS해설서에 ‘(C) 아지드화물(azide) : (1) 아지화나트륨(NaN3)’에 대하여 “나트륨아미드에 제일산화질소를 반응시키거나 히드라진, 아질산에틸과 수산화나트륨으로부터 얻는다. ; 무색 결정성 플레이크(flake)이며 물에 녹고 습한 공기에서는 약간 변질되고 공기 중에서 이산화탄소에는 강하게 영향을 받는다. 뇌산수은과 같이 충격에는 민감하나 열에는 뇌산수은보다 덜 민감하다. 뇌관의 폭약 제조에 사용한다”라고 설명하고 있음 ㅇ 제28류 주 제1호에는 “이 류의 각 호는 문맥상 달리 해석되지 않는 한 다음 각 목의 것에만 적용한다. 가. 화학적으로 단일한 원소와 화합물(불순물을 함유하였는지에 상관없다.) 나. 가목의 물품을 물에 용해한 것 (후략)”이라고 규정하고 있음 ㅇ 참고로, 본 물품이 제2853호 의 ‘증류수나 전도도수’에 분류될 수 있는지를 살펴보면, - 증류수나 전도도수는 다른 첨가물의 혼합없이 순수한 물일 때 의미가 있는 물품으로서 다른 첨가물을 용해하는 것은 순수한 물을 변질시키는 결과를 초래하며 - 또한 현품 품명 및 사용용도로 보아도 증류수나 전도도수로 판매되는 물품이 아니라 세척 용액으로 사용됨을 알 수 있음 ㅇ 따라서 본 물품은 화학적으로 단일한 화합물인 아지드화나트륨의 수용액이므로 관세율표의 해석에 관한 통칙 제1호에 따라 제2850.00-3000호에 분류함"
0072023002164,협의회,품목분류1과-115,2023-06-22,6403992000,Mountaineering footwears ; MOVE,"ㅇ 물품개요 - 바깥바닥은 고무, 갑피는 가죽(최대 외부 표면적)과 방직용섬유, 플라스틱으로 만든 신발 - 기능성 소재인 GORE-TEX 3L 안감을 활용하여 방수, 투습 기능을 높였으며, 비브람사 메가그립* 소재를 적용하여 접지력을 강화, 특히 가죽·고무제 토캡(Toe-Cap)을 추가하여 외부 충격으로부터 보호 가능 * 건조하거나 습한 지형에서 우수한 접지력을 유지하며 트래킹, 하이킹, 산악자전거 등 아웃도어 활동 등에 적합 - (용도) 아웃도어용 슈즈(하이킹 등)","ㅇ 관세율표 제6403호 의 용어는 “신발류[바깥 바닥을 고무ㆍ플라스틱ㆍ가죽ㆍ콤퍼지션 레더(composition leather)로 만들고, 갑피(甲皮)를 가죽으로 만든 것으로 한정한다] ”을 규정함 - 같은 호 해설서에 “이 호에는 갑피(甲皮)[총설 (D) 참조]를 가죽으로 만들고 바깥 바닥[총설 (C) 참조]은 다음의 것으로 만든 신발류를 분류한다. (1) 고무(제40류의 주 제1호에서 정의한 것)”라고 해설함 ㅇ 본 물품은 바깥바닥은 고무, 갑피는 가죽(최대 외부 표면적)과 방직용 섬유, 플라스틱으로 만든 발목을 덮지 않는 신발로 - ①내부 안감에 고어텍스를 활용하여 방수, 투습 기능이 용이하도록 제작했으며, ②토캡(Toe-Cap)과 힐 프로텍션(stiffner)을 부착하여 외부 충격으로부터 발을 보호할 수 있고, ③미끄러짐이나 발의 뒤틀림을 방지하는 접지력이 우수한 통고무 바닥창과 보강재가 있는 갑피 구조를 바탕으로 안전한 산행이 가능하도록 제작된 점을 고려하면 본 물품은 ‘등산화’에 해당하는 물품임 ㅇ 따라서, 본 물품은 그 기능과 형상의 견고성 등으로 보아 바깥바닥은 고무, 갑피는 가죽(최대 외부 표면적)과 방직용 섬유, 플라스틱으로 만든 발목을 덮지 않은 등산화에 해당하므로, 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제6403.99-2000호에 분류함이 타당함. 끝."
